TestCrAssocNameConflict,CrNameConflict,TRUE,5,0.57,1,59,1.01,33376.6,12,7,2,5,0,141.92,12,65,0,1,102.04,0,0.5,0.6,0,0,1,3017.35,4,0,0,junit.framework.TestCase,0,0,1,5,0,0,5,0,9,589,0,5,0,2.8,39,0.49,14936.62,5,0,9,5,9,94,26,54,1,3,111.87,0,0.75,0,1,8,8,1476.02,6,4,8,org.argouml.uml.cognitive.critics.CrUML,0,0,3,14,0,0,1,0,8,298,0
TestCrAssocNameConflict,CrAssocNameConflict,TRUE,5,0.57,1,59,1.01,33376.6,12,7,2,5,0,141.92,12,65,0,1,102.04,0,0.5,0.6,0,0,1,3017.35,4,0,0,junit.framework.TestCase,0,0,1,5,0,0,5,0,9,589,0,6,0,3.33,51,0.7,24584.17,6,0,12,6,9,90.72,30,72,1,3,108.59,0,0.75,0,2,10,9,2108.8,5,5,8,org.argouml.uml.cognitive.critics.CrUML,0,0,3,20,0,0,1,0,9,415,0
TestCrDupParamName,CrDupParamName,TRUE,3,0.5,1,26,0.38,13087.12,4,1,2,3,0,108.65,1,34,0,1,108.65,0,0.5,0.67,0,1,1,1137.88,3,0,0,junit.framework.TestCase,0,0,1,3,0,0,3,0,1,243,0,2,0,3,20,0.23,7371.89,2,0,6,2,6,63.07,14,27,1,3,105.36,0,0.75,0,0,2,5,686.05,3,1,5,org.argouml.uml.cognitive.critics.CrUML,0,0,3,6,0,0,1,0,3,135,0
TestCrInvalidHistory,CrInvalidHistory,TRUE,4,0.56,1,30,0.35,5765.04,10,6,2,4,0,114.6,0,41,0,1,114.6,0,0.5,0.58,0,0,1,1056.79,3,0,0,junit.framework.TestCase,0,0,1,4,0,0,4,0,0,240,0,2,0,2.5,13,0.22,8209.61,2,0,4,2,5,81.09,12,20,1,3,113.31,0,0.75,0,0,2,4,655.62,3,1,4,org.argouml.uml.cognitive.critics.CrUML,0,0,3,5,0,0,1,0,3,132,0
TestCrInvalidInitial,CrInvalidInitial,TRUE,3,0.58,1,23,0.25,4513.97,9,6,2,3,0,114.45,0,32,0,1,114.45,0,0.5,0.56,0,1,1,760.29,3,0,0,junit.framework.TestCase,0,0,1,3,0,0,3,0,0,172,0,2,0,2.5,16,0.19,5908.34,2,0,4,2,5,67.48,14,24,1,3,109.77,0,0.75,0,0,2,4,574.26,3,1,4,org.argouml.uml.cognitive.critics.CrUML,0,0,3,5,0,0,1,0,3,118,0
TestCritic,Critic,TRUE,3,0.5,1,13,0.1,1415.86,4,1,2,3,0,127.49,0,17,0,1,127.49,0,0.5,0.67,0,1,1,307.05,2,0,0,junit.framework.TestCase,0,0,1,3,0,0,3,0,0,78,0,2,0,1,8,0.07,838.37,2,0,5,2,4,110.02,10,12,1,1,127.89,0,0.5,0,0,2,1,203.38,2,0,3,org.tigris.gef.undo.UndoableAction,0,0,1,2,0,0,2,0,4,54,0
TestCrNameConflict,CrAssocNameConflict,TRUE,3,0.71,1,38,0.64,18851.13,10,7,2,3,0,101.07,14,42,0,1,100.83,0,0.5,0.62,0,1,1,1930.84,4,0,0,junit.framework.TestCase,0,0,1,3,0,0,3,0,6,375,0,6,0,3.33,51,0.7,24584.17,6,0,12,6,9,90.72,30,72,1,3,108.59,0,0.75,0,2,10,9,2108.8,5,5,8,org.argouml.uml.cognitive.critics.CrUML,0,0,3,20,0,0,1,0,9,415,0
TestCrNoAssociations,CrNoAssociations,TRUE,6,0.67,1,48,0.57,12446.14,12,6,2,6,0,151.08,12,55,0,1,111.19,0,0.5,0.72,0,0,1,1697,3,0,0,junit.framework.TestCase,0,0,1,6,0,0,6,0,12,378,0,3,0,10,47,0.92,59862.54,3,0,6,3,6,72.6,42,80,1,3,92.74,0,0.75,0,1,5,16,2753.78,4,2,5,org.argouml.uml.cognitive.critics.CrUML,0,0,3,30,0,0,1,0,20,511,0
TestCrNoInitialState,CrNoInitialState,TRUE,3,0.5,1,17,0.16,2137.74,7,4,2,3,0,122.46,0,24,0,1,122.46,0,0.5,0.58,0,1,1,485.25,3,0,0,junit.framework.TestCase,0,0,1,3,0,0,3,0,0,117,0,2,0,4,25,0.28,9750.82,2,0,5,2,5,53.28,16,33,1,3,101.38,0,0.75,0,0,2,7,844.18,3,1,4,org.argouml.uml.cognitive.critics.CrUML,0,0,3,8,0,0,1,0,6,163,0
TestCrUnconventionalAttrName,CrUnconventionalAttrName,TRUE,7,0.17,1,20,0.18,2135.98,8,1,2,8,0,160.82,27,28,0,1,140.21,0,0.5,0.86,0,0,1,552.92,3,0,0,junit.framework.TestCase,0,1,1,7,0,1,7,0,7,145,0,9,1,3,88,0.96,46782.45,10,1,9,9,12,88.02,51,107,1,4,105.89,0,0.8,0,2,23,10,2865.37,7,7,11,org.argouml.uml.cognitive.critics.AbstractCrUnconventionalName,0.04,0,4,27,0,0,2,0,17,569,0
